-4.833814250305294991e-01,  1.183475315570831299e+00,  -1.109455917030572891e-01,  -8.806347362697124481e-01,  1.452008699998259544e+00,  2.348285317420959473e-01,  4.713752306997776031e-01,  -9.572887262329459190e-01,  4.083716031163930893e-01,  1.691091414541006088e+00
1.073829889297485352e+00,  -4.180605178698897362e-01,  1.016180921345949173e+00,  -1.870680600404739380e-02,  1.744077634066343307e+00,  -3.769782222807407379e-01,  2.172464527189731598e+00,  3.656815029680728912e-01,  1.483156196773052216e+00,  -5.019863992929458618e-01
1.367177367210388184e+00,  -6.917268466204404831e-01,  2.093906788155436516e+00,  7.073536701500415802e-01,  6.781326439231634140e-01,  4.128318820148706436e-01,  4.351860601454973221e-01,  1.844077404588460922e+00,  2.752023952081799507e+00,  -6.183233968913555145e-01
1.731122845783829689e+00,  -5.808396264910697937e-03,  1.125116482377052307e+00,  8.737614341080188751e-01,  -1.835542470216751099e+00,  1.341866273432970047e+00,  -8.466759324073791504e-02,  4.379903003573417664e-01,  -1.149924619123339653e+00,  -9.177402704954147339e-01
1.785804167389869690e+00,  -4.924819152802228928e-01,  1.633787866681814194e+00,  1.517063871026039124e+00,  1.636771876364946365e-01,  -3.858698643743991852e-01,  -2.769887447357177734e-02,  8.786328025162220001e-01,  -2.945019900798797607e-01,  -1.750327290967106819e+00
3.030599631369113922e+00,  2.165083615109324455e-01,  2.156419485807418823e+00,  2.066234249621629715e+00,  -1.671164466068148613e+00,  5.693522635847330093e-01,  1.923549845814704895e-01,  1.501766451634466648e+00,  -9.706370458006858826e-01,  -9.103671144694089890e-01
1.986483676359057426e+00,  -1.001717641949653625e+00,  1.843978993594646454e+00,  7.457190789282321930e-01,  6.277690492570400238e-01,  -1.617732513695955276e-01,  6.041521932929754257e-01,  2.056462418287992477e+00,  8.122209310531616211e-01,  -9.248263239860534668e-01
-4.809115827083587646e-02,  1.101335088722407818e+00,  3.448945842683315277e-01,  -6.289566121995449066e-01,  -6.662247925996780396e-01,  1.991331912577152252e-01,  4.915553946048021317e-01,  -3.745569773018360138e-01,  -2.300900686532258987e-01,  -2.310128230601549149e-01
-3.004918247461318970e-01,  1.751682214438915253e+00,  -5.481995623558759689e-01,  -1.250651959329843521e+00,  7.853445564396679401e-01,  2.210892340168356895e+00,  2.442918233573436737e-01,  -7.656468749046325684e-01,  2.764761708676815033e-01,  2.732151236385107040e+00
5.377176217734813690e-02,  5.309031195938587189e-01,  -7.152803167700767517e-01,  1.908274106681346893e+00,  1.243440631777048111e+00,  -1.784601740539073944e+00,  -1.901870965957641602e-01,  -2.285240618512034416e-01,  1.499765310436487198e-01,  -1.972573194652795792e-01
